time,open,high,low,close,volume,filename,coin,minutelyInterval,ma50,ma100,ma150,position
2023-08-27 02:15:00,0.4628,0.4628,0.4628,0.4628,5080.5,STXUSDT.json,STXUSDT,5,0.4628,0.4628,0.4628,SELL
2023-08-27 02:20:00,0.4627,0.4627,0.4623,0.4625,83311.09999999999,STXUSDT.json,STXUSDT,5,0.46265,0.46265,0.46265,SELL
2023-08-27 02:25:00,0.4619,0.4619,0.4617,0.4617,32668.300000000003,STXUSDT.json,STXUSDT,5,0.4623333333333333,0.4623333333333333,0.4623333333333333,SELL
2023-08-27 02:30:00,0.4617,0.4622,0.4617,0.462,142141.4,STXUSDT.json,STXUSDT,5,0.46225,0.46225,0.46225,SELL
2023-08-27 02:35:00,0.462,0.462,0.4616,0.4618,15531.3,STXUSDT.json,STXUSDT,5,0.46216,0.46216,0.46216,SELL
2023-08-27 02:40:00,0.4618,0.4622,0.4617,0.4617,40747.0,STXUSDT.json,STXUSDT,5,0.46208333333333335,0.46208333333333335,0.46208333333333335,SELL
2023-08-27 02:45:00,0.4621,0.4621,0.4617,0.4617,39358.4,STXUSDT.json,STXUSDT,5,0.4620285714285714,0.4620285714285714,0.4620285714285714,SELL
2023-08-27 02:50:00,0.4615,0.4615,0.4604,0.4609,192711.7,STXUSDT.json,STXUSDT,5,0.4618875,0.4618875,0.4618875,SELL
2023-08-27 02:55:00,0.4608,0.4608,0.4605,0.4606,101333.0,STXUSDT.json,STXUSDT,5,0.4617444444444445,0.4617444444444445,0.4617444444444445,SELL
2023-08-27 03:00:00,0.4607,0.4609,0.4607,0.4608,17597.4,STXUSDT.json,STXUSDT,5,0.46165,0.46165,0.46165,SELL
2023-08-27 03:05:00,0.4606,0.4609,0.4606,0.4609,6519.1,STXUSDT.json,STXUSDT,5,0.46158181818181815,0.46158181818181815,0.46158181818181815,SELL
2023-08-27 03:10:00,0.461,0.4615,0.461,0.4615,76897.3,STXUSDT.json,STXUSDT,5,0.461575,0.461575,0.461575,SELL
2023-08-27 03:15:00,0.4615,0.462,0.4615,0.462,160139.69999999998,STXUSDT.json,STXUSDT,5,0.4616076923076923,0.4616076923076923,0.4616076923076923,SELL
2023-08-27 03:20:00,0.462,0.4626,0.462,0.4625,601633.3,STXUSDT.json,STXUSDT,5,0.46167142857142857,0.46167142857142857,0.46167142857142857,SELL
2023-08-27 03:25:00,0.4625,0.4625,0.4616,0.4618,102753.0,STXUSDT.json,STXUSDT,5,0.46168000000000003,0.46168000000000003,0.46168000000000003,SELL
2023-08-27 03:30:00,,,,,0.0,STXUSDT.json,STXUSDT,5,0.46168000000000003,0.46168000000000003,0.46168000000000003,SELL
2023-08-27 03:35:00,0.462,0.4625,0.462,0.4624,272096.1,STXUSDT.json,STXUSDT,5,0.461725,0.461725,0.461725,SELL
