,time,open,high,low,close,volume,filename,coin,minutelyInterval,ma50,ma100,ma200
0,2023-08-24 03:00:00,1.0058,1.0079,1.0056,1.0078,1337308.2000000002,ARBUSDT.json,ARBUSDT,15,1.0078,1.0078,1.0078
1,2023-08-24 03:15:00,1.0078,1.0094,1.0073,1.009,1739248.2,ARBUSDT.json,ARBUSDT,15,1.0084,1.0084,1.0084
2,2023-08-24 03:30:00,1.0091,1.01,1.0091,1.0098,2088543.8,ARBUSDT.json,ARBUSDT,15,1.0088666666666668,1.0088666666666668,1.0088666666666668
3,2023-08-24 03:45:00,1.0098,1.0102,1.0089,1.0101,12047646.7,ARBUSDT.json,ARBUSDT,15,1.009175,1.009175,1.009175
4,2023-08-24 04:00:00,1.0102,1.0107,1.0081,1.0086,4520924.899999999,ARBUSDT.json,ARBUSDT,15,1.00906,1.00906,1.00906
