time,open,high,low,close,volume,filename,coin,minutelyInterval,ma50,ma100,ma200,position
2023-08-27 17:53:00,0.9558,0.9558,0.9548,0.955,1867773.3,ARBUSDT.json,ARBUSDT,1,0.955,0.955,0.955,SELL
2023-08-27 17:54:00,0.955,0.9554,0.955,0.9554,446029.0,ARBUSDT.json,ARBUSDT,1,0.9552,0.9552,0.9552,SELL
2023-08-27 17:55:00,0.9552,0.9554,0.9548,0.955,171082.5,ARBUSDT.json,ARBUSDT,1,0.9551333333333334,0.9551333333333334,0.9551333333333334,SELL
2023-08-27 17:56:00,0.9547,0.955,0.9539,0.9542,5616567.0,ARBUSDT.json,ARBUSDT,1,0.9549,0.9549,0.9549,SELL
2023-08-27 17:57:00,0.954,0.9544,0.9533,0.9544,5330259.0,ARBUSDT.json,ARBUSDT,1,0.9548,0.9548,0.9548,SELL
2023-08-27 17:58:00,0.9546,0.9548,0.9543,0.9544,337382.0,ARBUSDT.json,ARBUSDT,1,0.9547333333333333,0.9547333333333333,0.9547333333333333,SELL
2023-08-27 17:59:00,0.9546,0.9549,0.9546,0.9549,459404.4,ARBUSDT.json,ARBUSDT,1,0.9547571428571429,0.9547571428571429,0.9547571428571429,SELL
2023-08-27 18:00:00,0.9549,0.9549,0.9536,0.954,3542528.0,ARBUSDT.json,ARBUSDT,1,0.9546625,0.9546625,0.9546625,SELL
2023-08-27 18:01:00,0.9538,0.9538,0.9507,0.9527,125644655.2,ARBUSDT.json,ARBUSDT,1,0.9544444444444444,0.9544444444444444,0.9544444444444444,SELL
2023-08-27 18:02:00,0.9527,0.9527,0.9522,0.9527,404750.4,ARBUSDT.json,ARBUSDT,1,0.95427,0.95427,0.95427,SELL
