time,open,high,low,close,volume,filename,coin,minutelyInterval,ma50,ma100,ma150,position
2023-08-27 05:00:00,0.9515,0.9536,0.9513,0.9527,2127291.5,ARBUSDT.json,ARBUSDT,30,0.9527,0.9527,0.9527,SELL
2023-08-27 05:30:00,0.9527,0.9547,0.9521,0.9531,26360978.1,ARBUSDT.json,ARBUSDT,30,0.9529,0.9529,0.9529,SELL
