time,open,high,low,close,volume,filename,coin,minutelyInterval,ma50,ma100,ma200,position
2023-08-27 17:41:00,57.92,57.92,57.87,57.87,752.862,AAVEUSDT.json,AAVEUSDT,1,57.945454545454545,57.945454545454545,57.945454545454545,SELL
2023-08-27 17:42:00,57.88,57.88,57.85,57.86,1065.671,AAVEUSDT.json,AAVEUSDT,1,57.94173913043478,57.94173913043478,57.94173913043478,SELL
2023-08-27 17:43:00,57.85,57.88,57.85,57.86,13.495,AAVEUSDT.json,AAVEUSDT,1,57.93833333333333,57.93833333333333,57.93833333333333,SELL
2023-08-27 17:44:00,57.85,57.87,57.85,57.87,134.456,AAVEUSDT.json,AAVEUSDT,1,57.935599999999994,57.935599999999994,57.935599999999994,SELL
2023-08-27 17:45:00,57.87,57.87,57.85,57.85,46.096,AAVEUSDT.json,AAVEUSDT,1,57.932307692307695,57.932307692307695,57.932307692307695,SELL
2023-08-27 17:46:00,57.85,57.85,57.82,57.82,295.074,AAVEUSDT.json,AAVEUSDT,1,57.928148148148146,57.928148148148146,57.928148148148146,SELL
2023-08-27 17:47:00,57.82,57.82,57.8,57.8,422.0,AAVEUSDT.json,AAVEUSDT,1,57.92357142857143,57.92357142857143,57.92357142857143,SELL
2023-08-27 17:48:00,57.81,57.84,57.78,57.78,3104.442,AAVEUSDT.json,AAVEUSDT,1,57.91862068965517,57.91862068965517,57.91862068965517,SELL
2023-08-27 17:49:00,57.8,57.8,57.79,57.79,143.12,AAVEUSDT.json,AAVEUSDT,1,57.91433333333334,57.91433333333334,57.91433333333334,SELL
2023-08-27 17:50:00,57.8,57.8,57.78,57.79,246.924,AAVEUSDT.json,AAVEUSDT,1,57.910322580645165,57.910322580645165,57.910322580645165,SELL
2023-08-27 17:51:00,57.82,57.82,57.78,57.79,5.760000000000001,AAVEUSDT.json,AAVEUSDT,1,57.9065625,57.9065625,57.9065625,SELL
2023-08-27 17:52:00,57.81,57.81,57.73,57.73,732.6000000000001,AAVEUSDT.json,AAVEUSDT,1,57.90121212121212,57.90121212121212,57.90121212121212,SELL
2023-08-27 17:53:00,57.73,57.73,57.73,57.73,2.04,AAVEUSDT.json,AAVEUSDT,1,57.89617647058824,57.89617647058824,57.89617647058824,SELL
2023-08-27 17:54:00,57.73,57.75,57.73,57.74,108.81,AAVEUSDT.json,AAVEUSDT,1,57.891714285714286,57.891714285714286,57.891714285714286,SELL
2023-08-27 17:55:00,57.73,57.73,57.73,57.73,7.800000000000001,AAVEUSDT.json,AAVEUSDT,1,57.88722222222222,57.88722222222222,57.88722222222222,SELL
2023-08-27 17:56:00,57.73,57.73,57.67,57.67,10151.856,AAVEUSDT.json,AAVEUSDT,1,57.881351351351356,57.881351351351356,57.881351351351356,SELL
2023-08-27 17:57:00,57.66,57.66,57.65,57.65,310.496,AAVEUSDT.json,AAVEUSDT,1,57.87526315789473,57.87526315789473,57.87526315789473,SELL
2023-08-27 17:58:00,57.68,57.68,57.67,57.67,26.229,AAVEUSDT.json,AAVEUSDT,1,57.87,57.87,57.87,SELL
2023-08-27 17:59:00,,,,,0.0,AAVEUSDT.json,AAVEUSDT,1,57.87,57.87,57.87,SELL
2023-08-27 18:00:00,57.69,57.69,57.63,57.63,1093.017,AAVEUSDT.json,AAVEUSDT,1,57.864,57.864,57.864,SELL
2023-08-27 18:01:00,57.63,57.63,57.57,57.62,6507.6,AAVEUSDT.json,AAVEUSDT,1,57.8580487804878,57.8580487804878,57.8580487804878,SELL
2023-08-27 18:02:00,57.63,57.63,57.58,57.6,40.48800000000001,AAVEUSDT.json,AAVEUSDT,1,57.85190476190477,57.85190476190477,57.85190476190477,SELL
