time,open,high,low,close,volume,filename,coin,minutelyInterval,ma50,ma100,ma200,position
2023-08-27 15:04:00,0.4705,0.4705,0.4703,0.4703,16047.5,STXUSDT.json,STXUSDT,1,0.4703,0.4703,0.4703,SELL
2023-08-27 15:05:00,0.4705,0.4705,0.4705,0.4705,5877.0,STXUSDT.json,STXUSDT,1,0.4704,0.4704,0.4704,SELL
2023-08-27 15:06:00,0.4705,0.4705,0.4704,0.4704,26509.7,STXUSDT.json,STXUSDT,1,0.4704,0.4704,0.4704,SELL
2023-08-27 15:07:00,0.4705,0.4705,0.4705,0.4705,39.7,STXUSDT.json,STXUSDT,1,0.470425,0.470425,0.470425,SELL
2023-08-27 15:08:00,0.4705,0.4706,0.4705,0.4706,12094.0,STXUSDT.json,STXUSDT,1,0.47046,0.47046,0.47046,SELL
2023-08-27 15:09:00,0.4703,0.4703,0.4702,0.4702,3402.8,STXUSDT.json,STXUSDT,1,0.47041666666666665,0.47041666666666665,0.47041666666666665,SELL
2023-08-27 15:10:00,0.4703,0.4709,0.4703,0.4709,27476.800000000003,STXUSDT.json,STXUSDT,1,0.4704857142857143,0.4704857142857143,0.4704857142857143,SELL
2023-08-27 15:11:00,0.4709,0.471,0.4709,0.471,1167.0,STXUSDT.json,STXUSDT,1,0.47054999999999997,0.47054999999999997,0.47054999999999997,SELL
2023-08-27 15:12:00,0.4706,0.4706,0.4703,0.4703,1701.4,STXUSDT.json,STXUSDT,1,0.47052222222222223,0.47052222222222223,0.47052222222222223,SELL
2023-08-27 15:13:00,0.4702,0.4703,0.4702,0.4702,41847.3,STXUSDT.json,STXUSDT,1,0.47049,0.47049,0.47049,SELL
2023-08-27 15:14:00,,,,,0.0,STXUSDT.json,STXUSDT,1,0.47049,0.47049,0.47049,SELL
2023-08-27 15:15:00,0.4705,0.4706,0.4705,0.4706,16637.0,STXUSDT.json,STXUSDT,1,0.4705,0.4705,0.4705,SELL
2023-08-27 15:16:00,,,,,0.0,STXUSDT.json,STXUSDT,1,0.4705,0.4705,0.4705,SELL
2023-08-27 15:17:00,0.4707,0.4708,0.4707,0.4708,430.2,STXUSDT.json,STXUSDT,1,0.470525,0.470525,0.470525,SELL
2023-08-27 15:18:00,0.4707,0.471,0.4707,0.471,3138.0,STXUSDT.json,STXUSDT,1,0.4705615384615385,0.4705615384615385,0.4705615384615385,SELL
2023-08-27 15:19:00,0.4708,0.4708,0.4708,0.4708,166.2,STXUSDT.json,STXUSDT,1,0.4705785714285714,0.4705785714285714,0.4705785714285714,SELL
2023-08-27 15:20:00,0.4709,0.4712,0.4709,0.4712,4606.5,STXUSDT.json,STXUSDT,1,0.47062000000000004,0.47062000000000004,0.47062000000000004,SELL
2023-08-27 15:21:00,0.4712,0.4712,0.4709,0.4709,487.4,STXUSDT.json,STXUSDT,1,0.4706375,0.4706375,0.4706375,SELL
2023-08-27 15:22:00,0.471,0.471,0.471,0.471,45.7,STXUSDT.json,STXUSDT,1,0.4706588235294118,0.4706588235294118,0.4706588235294118,SELL
2023-08-27 15:23:00,,,,,0.0,STXUSDT.json,STXUSDT,1,0.4706588235294118,0.4706588235294118,0.4706588235294118,SELL
2023-08-27 15:24:00,,,,,0.0,STXUSDT.json,STXUSDT,1,0.4706588235294118,0.4706588235294118,0.4706588235294118,SELL
