time,open,high,low,close,volume,filename,coin,minutelyInterval
2023-08-27 04:16:00,56.96,56.99,56.96,56.98,319.68,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:17:00,56.98,56.99,56.98,56.99,38.7,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:18:00,56.98,56.98,56.96,56.96,6023.269,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:19:00,56.95,56.95,56.95,56.95,0.221,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:20:00,56.94,56.94,56.94,56.94,0.89,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:21:00,56.94,56.94,56.94,56.94,131.604,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:22:00,,,,,0.0,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:23:00,56.95,56.95,56.95,56.95,2.474,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:24:00,56.95,56.96,56.95,56.96,55.863,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:25:00,56.95,56.96,56.95,56.96,113.10000000000001,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:26:00,,,,,0.0,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:27:00,56.96,56.97,56.96,56.97,146.984,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:28:00,56.96,56.96,56.96,56.96,20.0,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:29:00,,,,,0.0,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:30:00,,,,,0.0,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:31:00,56.95,56.95,56.95,56.95,4.318,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:32:00,56.96,56.97,56.96,56.97,60.736,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:33:00,56.97,56.99,56.97,56.98,546.8100000000001,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:34:00,56.98,56.98,56.98,56.98,23.564,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:35:00,56.99,57.06,56.99,57.06,4090.515,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:36:00,57.05,57.06,57.05,57.06,4.356,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:37:00,57.05,57.05,57.05,57.05,1.093,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:38:00,57.06,57.06,57.06,57.06,4.605,AAVEUSDT.json,AAVEUSDT,1
2023-08-27 04:39:00,,,,,0.0,AAVEUSDT.json,AAVEUSDT,1
