time,open,high,low,close,volume,filename,coin,minutelyInterval
2023-08-27 04:15:00,56.96,56.99,56.95,56.95,6381.87,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:20:00,56.94,56.96,56.94,56.96,190.83100000000002,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:25:00,56.95,56.97,56.95,56.96,280.084,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:30:00,56.95,56.99,56.95,56.98,635.428,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:35:00,56.99,57.06,56.99,57.06,4100.5689999999995,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:40:00,57.05,57.05,56.95,56.95,1326.527,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:45:00,56.95,57.12,56.95,57.08,52354.749,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:50:00,57.08,57.09,57.07,57.08,128.03400000000002,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 04:55:00,57.08,57.09,57.07,57.09,66.723,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:00:00,57.08,57.11,57.08,57.11,328.833,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:05:00,57.1,57.12,57.1,57.12,56.506,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:10:00,57.12,57.15,57.12,57.13,294.604,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:15:00,57.14,57.14,57.14,57.14,405.047,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:20:00,57.12,57.2,57.12,57.18,3756.6130000000003,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:25:00,57.19,57.2,57.14,57.14,68.867,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:30:00,57.14,57.22,57.13,57.18,27175.274999999998,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:35:00,57.19,57.22,57.15,57.2,7308.529,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:40:00,57.21,57.21,57.13,57.14,594.011,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:45:00,57.14,57.15,57.12,57.15,254.96900000000002,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:50:00,57.16,57.16,57.15,57.15,76.82,AAVEUSDT.json,AAVEUSDT,5
2023-08-27 05:55:00,57.13,57.13,57.12,57.12,15.120000000000001,AAVEUSDT.json,AAVEUSDT,5
